0933aa0a-0193-4e85-bab3-7c189191a0d9,18001,525,1593578471
7a268ab9-3836-42cd-82f8-b63ae988e53f,15775,560,1593578501
e8dc46ae-9e8e-4f97-b202-779bdd9354c7,7286,493,1593578509
8fb858e9-fb59-4b9f-a114-1762ed95f560,18005,493,1593578565
d4bcb41c-65e1-4088-82e3-711f3f76d557,7039,493,1593578585
7a268ab9-3836-42cd-82f8-b63ae988e53f,15775,560,1593578659
dd28ca0b-7dc3-4ec3-a351-01422c25ce38,6189,493,1593578670
7a04bddf-48b5-4a71-8e2a-8b761b57c50e,16126,493,1593578675
99785f04-03dc-4732-80e6-4e10712760d4,17065,493,1593578679
bed2990a-4354-4ee0-bfe8-07496c3d2aaf,17987,493,1593578680
bed2990a-4354-4ee0-bfe8-07496c3d2aaf,17994,493,1593578735
1fbd3c02-0a13-41f7-96a1-5cd5e92805fa,6610,493,1593578798
ab420d86-2dd5-4979-8f1f-c0d28b78293d,18005,493,1593578852
ab420d86-2dd5-4979-8f1f-c0d28b78293d,18005,493,1593578873
e8dc46ae-9e8e-4f97-b202-779bdd9354c7,7286,493,1593578875
ab420d86-2dd5-4979-8f1f-c0d28b78293d,18003,493,1593578878
ab420d86-2dd5-4979-8f1f-c0d28b78293d,18003,493,1593578884
caeef5cc-45d5-4d77-9be1-727a36e03ef1,14482,525,1593578974
2351b634-f7c3-4bac-8c0d-509527cae880,18004,493,1593579013
2351b634-f7c3-4bac-8c0d-509527cae880,18004,493,1593579013
2351b634-f7c3-4bac-8c0d-509527cae880,18004,493,1593579014
e71f8f68-c3bc-4702-859a-e3eb71758a95,4990,493,1593579016
227616d3-cc8d-49bb-a5e5-ae5db1a696c3,13477,570,1593579067
e7c35c3b-9c52-4c12-b883-bfd07a6cc930,17372,493,1593579159
d394371e-329e-425e-b956-fa303a79a0e5,17615,493,1593579236
497bd8d0-ad56-473b-a672-38db949145f3,18004,493,1593579254
fdb93400-a229-4211-9a30-fd2b10b06d14,16460,493,1593579280
a2b2639e-641c-4c0d-b8d7-895c8b7072c5,17052,493,1593579372
1f4d7825-c34a-4919-9821-461f573bfd6d,18005,493,1593579466
e6ab0c6d-a315-4e23-80c6-8e2ff4894fb6,15959,493,1593579616
d11172f4-49e9-4e94-b7ea-d77bb5e53d6b,18005,493,1593579741
7fbcaa54-c77d-4bf4-8d7b-75d46ce13a6b,14555,,1593579768
d6c98a06-7508-4b0b-a340-746b453a535e,14776,493,1593579776
d11172f4-49e9-4e94-b7ea-d77bb5e53d6b,18007,493,1593579787
d11172f4-49e9-4e94-b7ea-d77bb5e53d6b,18005,493,1593579823
d11172f4-49e9-4e94-b7ea-d77bb5e53d6b,18005,493,1593579825
