93906308-cb76-4248-9eb7-200a438187ae,18020,79576119,1593578462
69a0ec49-2409-4f11-9ef6-e93dd14c9d0c,32465,86988755,1593578494
93906308-cb76-4248-9eb7-200a438187ae,18020,79576119,1593578512
8278aeb0-e52f-4401-8587-db350dfff3b4,18432,79576119,1593578517
9d7afa4b-1894-4270-af4c-9c6e9fd80e1f,22706,54287706,1593578571
9d2d04a0-0eff-4927-81a5-aaf083edb6b2,31168,94514795,1593578580
02b0f022-2e8a-4871-a4fa-fb1131d8571a,22977,86988755,1593578669
a11e9a36-523c-46f4-b89b-eefcdd30e9a8,29520,54287706,1593578751
3df3c1b1-fa86-4a77-a8d6-3e38c63cf071,6010,21196575,1593578782
b50f67cc-955a-4f48-85b7-ab245d79c4ef,24599,36624778,1593578813
3df3c1b1-fa86-4a77-a8d6-3e38c63cf071,6010,21196575,1593578875
473cf20d-fde0-4082-8e6e-06a28e8e2f13,18328,79576119,1593578969
43a13919-0c60-4028-bcdc-3749a1ee4171,18432,79576119,1593578993
43a13919-0c60-4028-bcdc-3749a1ee4171,18380,79576119,1593579086
43a13919-0c60-4028-bcdc-3749a1ee4171,18431,79576119,1593579134
43a13919-0c60-4028-bcdc-3749a1ee4171,18431,79576119,1593579144
43a13919-0c60-4028-bcdc-3749a1ee4171,18380,79576119,1593579145
43a13919-0c60-4028-bcdc-3749a1ee4171,18432,79576119,1593579186
6033b0bd-5351-4666-acd9-4c3a121def75,21131,44672880,1593579231
14ed8453-af1c-46d0-904e-70dd9182ea0a,21548,69146148,1593579443
a6260680-5f12-41a4-a1be-ec873ae578fb,18977,22650141,1593579512
4cd5974b-300b-4b35-9095-76ec173d45b4,13281,93217469,1593579529
6cdd74fc-52fd-49ca-8750-6ba92e6910cf,28682,36670594,1593579683
d9557815-398b-4a94-b5fc-99a1e9397904,31417,12849472,1593579699
58a5c255-0fb0-4e93-b6a6-9ce232f3ba39,18310,79576119,1593579720
ad951ed6-8f50-46b3-903e-ed14bf28db29,18310,79576119,1593579768
ad951ed6-8f50-46b3-903e-ed14bf28db29,18310,79576119,1593579783
f882fd62-9edc-44fa-8c82-2f3e6f003f8d,21548,69146148,1593579790
463c3b98-2b2b-4e21-abaa-6c8e60dea591,18287,79576119,1593579919
c5cf7176-11bf-4577-a094-7b4054d9cb0d,32642,64032474,1593580033
2b149e74-7b5a-4206-a1a1-86b6125e360e,18432,79576119,1593580168
4e5e05a1-41c5-4539-baa5-4319498e52a1,29517,54287706,1593580221
2b149e74-7b5a-4206-a1a1-86b6125e360e,18380,79576119,1593580312
10cfcef5-38cc-42e4-b028-8113ecddb9d3,18310,79576119,1593580401
37084fd1-9dae-4e5c-9892-2e247833ae41,21131,44672880,1593580551
37084fd1-9dae-4e5c-9892-2e247833ae41,21131,44672880,1593580560
37084fd1-9dae-4e5c-9892-2e247833ae41,21131,44672880,1593580560
30527457-84e3-4184-83ee-5dde387b9c33,1591,37520203,1593580547
2e23513c-6064-4ed4-8719-9c072af7af4d,31324,86988755,1593580744
5c48c073-515e-4176-843d-6c207050d68d,9040,23645560,1593580771
4fce7a62-d55c-47ae-8546-cea4b730fee1,3212,92254895,1593580789
dae65c49-4076-46e3-9238-664901f133ef,26781,33481820,1593580791
dae65c49-4076-46e3-9238-664901f133ef,26781,33481820,1593580797
dae65c49-4076-46e3-9238-664901f133ef,26781,33481820,1593580801
13d3c22d-aa57-4132-90de-734d3a935263,15539,37330725,1593580813
